id	printers_id	purpose	time	material_amount	material_type	material_colour	price	print_comment	status	print_started_by	print_finished_by	created_at	updated_at
552	6	Use	01:07:00	37.3	 		0	0	Success	58	58	11/03/2015 09:00	11/03/2015 10:07
553	9	Use	03:02:00	43	 		0	0	Success	58	58	11/03/2015 09:00	11/03/2015 12:02
554	11	Use	01:03:00	40	 		0	0	Success	58	58	11/03/2015 09:00	11/03/2015 10:03
555	20	Use	00:28:00	10.9	 		0	0	Success	41	41	11/03/2015 10:00	11/03/2015 10:28
556	19	Use	00:03:00	0.7	 		0	0	Success	39	39	11/03/2015 09:00	11/03/2015 09:03
557	4	Use	01:30:00	40	 		0	0	Success	54	54	11/03/2015 11:24	11/03/2015 12:54
558	17	Use	02:49:00	44.9	 		0	0	Success	58	58	11/03/2015 09:00	11/03/2015 11:49
559	22	Use	01:00:00	27.7	 		0	0	Success	24	24	11/03/2015 10:15	11/03/2015 11:15
560	9	Use	06:00:00	80	 		0	0	Success	39	39	11/03/2015 12:02	11/03/2015 18:02
561	19	Loan	72:00:00	562	 		0	returned on 15/03/2015 to C. Cooper	Success	40	40	12/03/2015 18:00	15/03/2015 18:00
562	8	Loan	72:00:00	550	 		0	returned on 15/03/2015 to C. Cooper	Success	40	40	12/03/2015 18:00	15/03/2015 18:00
563	5	Loan	159:00:00	900.999	 		0	"returned on 19/06/2015 to S. Yang (
Respected Sir,
I had returned the 3D printer 1 week after I borrowed it. I also
signed it out when I returned it. I do not have this printer with me anymore
and this is the first time I am getting a message regarding me not returning
the printer.  I am sure there has been a mistake because the printer has
been returned. 
Yours sincerely,
Rahul Nair)"	Success	39	39	12/03/2015 18:00	19/03/2015 09:00
564	3	Loan	72:00:00	338	 		0	returned on 15/03/2015 to C. Cooper	Success	40	40	12/03/2015 18:00	15/03/2015 18:00
565	22	Loan	72:00:00	461	 		0	returned on 15/03/2015 to C. Cooper	Success	40	40	12/03/2015 18:00	15/03/2015 18:00
566	2	Loan	72:00:00	499	 		0	returned on 15/03/2015 to C. Cooper (Printer was returned without checking in with demonstrator)	Success	55	55	12/03/2015 18:00	15/03/2015 18:00
567	4	Loan	63:00:00	514	 		0	returned on 15/03/2015 to C. Cooper	Success	40	40	12/03/2015 18:00	15/03/2015 09:00
568	16	Use	00:54:00	16	 		0	0	Success	43	43	16/03/2015 09:00	16/03/2015 09:54
569	6	Use	01:38:00	10.3	 		0	0	Success	40	40	16/03/2015 09:00	16/03/2015 10:38
570	6	Use	01:20:00	33	 		0	0	Success	43	43	16/03/2015 10:38	16/03/2015 11:58
571	16	Use	00:08:00	0.9	 		0	0	Success	54	54	16/03/2015 09:54	16/03/2015 10:02
572	9	Use	00:48:00	17	 		0	0	Success	54	54	16/03/2015 09:00	16/03/2015 09:48
573	11	Use	02:42:00	28.8	 		0	0	Success	40	40	16/03/2015 09:00	16/03/2015 11:42
574	3	Use	02:00:00	0	 		0	0	Success	40	40	16/03/2015 09:00	16/03/2015 11:00
575	13	Use	03:16:00	34.4	 		0	0	Success	40	40	16/03/2015 09:00	16/03/2015 12:16
576	13	Use	02:26:00	25.1	 		0	0	Success	42	42	16/03/2015 12:16	16/03/2015 14:42
577	11	Use	09:39:00	0	 		0	Student using his own filament	Success	40	40	16/03/2015 14:53	17/03/2015 00:32
578	3	Loan	39:00:00	256	 		0	returned on 18/03/2015 to L. Wollatz (not signed in but printer av again)	Success	39	39	16/03/2015 18:00	18/03/2015 09:00
579	4	Use	01:51:00	40.6	 		0	0	Success	40	40	16/03/2015 09:00	16/03/2015 10:51
580	21	Use	03:52:00	0	 		0	0	Success	40	40	16/03/2015 09:00	16/03/2015 12:52
581	9	Use	01:23:00	7.1	 		0	0	Success	40	40	16/03/2015 09:48	16/03/2015 11:11
582	9	Use	01:12:00	7.1	 		0	0	Success	40	40	16/03/2015 11:11	16/03/2015 12:23
583	9	Use	04:08:00	66.5	 		0	0	Success	42	42	16/03/2015 12:23	16/03/2015 16:31
584	21	Use	00:38:00	11	 		0	0	Success	43	43	16/03/2015 12:52	16/03/2015 13:30
585	9	Use	01:13:00	7.1	 		0	0	Success	42	42	16/03/2015 16:31	16/03/2015 17:44
586	16	Loan	39:00:00	424	 		0	"returned on 18/03/2015 to F. Zhang (due to wrong recording made by demonstrators from early morning, I think this has been returned, was recorded as Printer num12 before(has corrected it) )"	Success	54	54	16/03/2015 18:00	18/03/2015 09:00
587	16	Use	01:12:00	24.2	 		0	0	Success	42	42	16/03/2015 10:02	16/03/2015 11:14
588	16	Use	01:23:00	6.1	 		0	0	Success	40	40	16/03/2015 11:14	16/03/2015 12:37
589	12	Loan	48:00:00	0.009	 		0	returned on 18/03/2015 to Wei	Success	54	54	16/03/2015 09:00	18/03/2015 09:00
590	13	Loan	39:00:00	446	 		0	returned on 18/03/2015 to W. Keum	Success	55	55	16/03/2015 18:00	18/03/2015 09:00
591	11	Use	01:42:00	52.4	 		0	0	Success	43	43	16/03/2015 11:42	16/03/2015 13:24
592	11	Use	01:29:00	45.2	 		0	0	Success	54	54	16/03/2015 13:24	16/03/2015 14:53
593	2	Use	04:00:00	52	 		0	Fan blades are chipped but seems to still be running fine. Nozzle might be slightly blocked.	Success	40	40	16/03/2015 09:00	16/03/2015 13:00
594	16	Use	00:08:00	2	 		0	0	Success	40	40	16/03/2015 12:37	16/03/2015 12:45
595	8	Use	01:19:00	18.3	 		0	0	Success	40	40	16/03/2015 09:00	16/03/2015 10:19
596	22	Use	02:00:00	18.3	 		0	0	Success	40	40	16/03/2015 09:00	16/03/2015 11:00
597	16	Use	00:10:00	1	 		0	0	Success	42	42	16/03/2015 12:45	16/03/2015 12:55
598	8	Use	00:10:00	2	 		0	0	Success	42	42	16/03/2015 10:19	16/03/2015 10:29
599	22	Use	01:00:00	40.6	 		0	0	Success	42	42	16/03/2015 11:00	16/03/2015 12:00
600	20	Use	00:54:00	57.6	 		0	0	Success	54	54	16/03/2015 09:00	16/03/2015 09:54
601	8	Use	01:11:00	18	 		0	0	Success	40	40	16/03/2015 10:29	16/03/2015 11:40
602	19	Use	02:57:00	12.6	 		0	0	Success	40	40	16/03/2015 09:00	16/03/2015 11:57
603	19	Loan	39:00:00	295	 		0	returned on 18/03/2015 to L. Wollatz (not signed in but in ws again)	Success	54	54	16/03/2015 18:00	18/03/2015 09:00
604	17	Use	00:53:00	23	 		0	0	Success	42	42	16/03/2015 09:00	16/03/2015 09:53
605	12	Use	00:57:00	31.2	 		0	0	Success	52	52	18/03/2015 09:00	18/03/2015 09:57
606	8	Use	00:49:00	47	 		0	0	Success	52	52	18/03/2015 09:00	18/03/2015 09:49
607	19	Use	01:23:00	67	 		0	0	Success	52	52	18/03/2015 09:00	18/03/2015 10:23
608	17	Use	01:33:00	35	 		0	0	Success	52	52	18/03/2015 09:00	18/03/2015 10:33
609	17	Use	01:35:00	35	 		0	0	Success	40	40	18/03/2015 10:33	18/03/2015 12:08
610	17	Use	01:00:00	20	 		0	0	Success	52	52	18/03/2015 12:08	18/03/2015 13:08
611	3	Loan	159:00:00	288	 		0	returned on 25/03/2015 to A. Duranec	Success	35	35	18/03/2015 18:00	25/03/2015 09:00
612	13	Loan	159:00:00	256	 		0	returned on 25/03/2015 to J. Van der Kindere (Late)	Success	40	40	18/03/2015 18:00	25/03/2015 09:00
613	4	Loan	159:00:00	239	 		0	returned on 25/03/2015 to J. Van der Kindere	Success	43	43	18/03/2015 18:00	25/03/2015 09:00
614	20	Loan	158:30:00	62	 		0	returned on 25/03/2015 to J. Van der Kindere (Late)	Success	40	40	18/03/2015 18:30	25/03/2015 09:00
615	13	Use	00:55:00	9.3	 		0	0	Success	41	41	18/03/2015 09:00	18/03/2015 09:55
616	17	Use	01:35:00	35	 		0	0	Success	28	28	18/03/2015 13:08	18/03/2015 14:43
617	17	Use	02:50:00	65	 		0	0	Success	28	28	18/03/2015 14:43	18/03/2015 17:33
618	17	Use	01:35:00	38	 		0	0	Success	28	28	18/03/2015 17:33	18/03/2015 19:08
619	16	Use	01:16:00	22.7	 		0	0	Success	28	28	18/03/2015 09:00	18/03/2015 10:16
620	9	Use	02:00:00	20	 		0	0	Success	28	28	18/03/2015 09:00	18/03/2015 11:00
621	9	Use	03:06:00	87.5	 		0	0	Success	28	28	18/03/2015 11:00	18/03/2015 14:06
622	3	Use	00:21:00	8.4	 		0	0	Success	28	28	18/03/2015 09:00	18/03/2015 09:21
623	3	Use	02:53:00	35.3	 		0	0	Success	28	28	18/03/2015 09:21	18/03/2015 12:14
624	22	Use	02:54:00	67.1	 		0	0	Success	41	41	18/03/2015 09:00	18/03/2015 11:54
625	11	Use	00:30:00	15	 		0	0	Success	28	28	18/03/2015 09:00	18/03/2015 09:30
626	11	Use	01:45:00	28	 		0	0	Success	28	28	18/03/2015 09:30	18/03/2015 11:15
627	3	Use	00:10:00	0.7	 		0	0	Success	41	41	18/03/2015 12:14	18/03/2015 12:24
628	11	Use	01:39:00	12.1	 		0	0	Success	28	28	18/03/2015 11:15	18/03/2015 12:54
629	4	Use	02:06:00	17.7	 		0	0	Success	28	28	18/03/2015 09:00	18/03/2015 11:06
630	13	Use	02:06:00	17.7	 		0	0	Success	28	28	18/03/2015 09:55	18/03/2015 12:01
631	13	Use	00:14:00	1.2	 		0	0	Success	28	28	18/03/2015 12:01	18/03/2015 12:15
632	13	Use	00:55:00	9.3	 		0	0	Success	28	28	18/03/2015 12:15	18/03/2015 13:10
633	2	Use	01:01:00	26.1	 		0	0	Success	28	28	18/03/2015 09:00	18/03/2015 10:01
634	8	Use	01:01:00	26.1	 		0	0	Success	28	28	18/03/2015 09:49	18/03/2015 10:50
635	2	Use	00:49:00	23	 		0	0	Success	28	28	18/03/2015 10:01	18/03/2015 10:50
636	17	Loan	157:30:00	0	PLA		0	returned on 25/03/2015 to J. Van der Kindere (Unusable filament given. Replacement spool not used either.)	Success	40	40	18/03/2015 19:30	25/03/2015 09:00
637	16	Loan	159:00:00	70	 		0	returned on 25/03/2015 to Y. Chen	Success	58	58	18/03/2015 18:00	25/03/2015 09:00
638	22	Use	01:45:00	34.9	 		0	0	Success	28	28	18/03/2015 11:54	18/03/2015 13:39
639	20	Use	00:17:00	9	 		0	0	Success	28	28	18/03/2015 09:00	18/03/2015 09:17
640	20	Use	00:16:00	5.3	 		0	0	Success	28	28	18/03/2015 09:17	18/03/2015 09:33
641	20	Use	00:32:00	9.9	 		0	0	Success	28	28	18/03/2015 09:33	18/03/2015 10:05
642	22	Use	01:45:00	34.9	 		0	0	Success	28	28	18/03/2015 13:39	18/03/2015 15:24
643	4	Use	00:27:00	6.7	 		0	0	Success	28	28	18/03/2015 11:06	18/03/2015 11:33
644	4	Use	02:00:00	27.5	 		0	0	Success	41	41	18/03/2015 11:33	18/03/2015 13:33
645	20	Use	07:00:00	120	 		0	0	Success	28	28	18/03/2015 10:05	18/03/2015 17:05
646	9	Use	02:33:00	76.3	 		0	0	Success	52	52	18/03/2015 14:06	18/03/2015 16:39
647	3	Use	00:55:00	26.7	 		0	Failed	Failed	52	52	18/03/2015 12:24	18/03/2015 12:29
648	3	Use	00:55:00	26.7	 		0	0	Success	40	40	18/03/2015 12:29	18/03/2015 13:24
649	19	Use	00:12:00	6.7	 		0	0	Success	40	40	18/03/2015 10:23	18/03/2015 10:35
650	20	Use	01:05:00	66	 		0	0	Success	40	40	18/03/2015 17:05	18/03/2015 18:10
651	3	Use	00:55:00	26.7	 		0	0	Success	52	52	18/03/2015 13:24	18/03/2015 14:19
652	19	Loan	168:00:00	638	 		0	returned by 25/03/2015 - no official recording available	Success	40	40	18/03/2015 10:35	25/03/2015 10:35
653	16	Use	00:00:00	115.4	 		0	"returned on 18/03/2015 to F. Zhang (due to wrong recording made by demonstrators from early morning, I think this has been returned, was recorded as Printer num12 before(has corrected it) )"	Success	41	41	18/03/2015 10:16	18/03/2015 10:16
654	19	Use	06:14:00	86.7	 		0	"it is alreaydy in use. it should be returned in the early morning, but no recordings on the paper work  from previous demonstrators (zhang)"	Success	28	28	25/03/2015 10:35	25/03/2015 16:49
655	22	Loan	159:00:00	588	 		0	returned on 25/03/2015 to A. Duranec	Success	35	35	18/03/2015 18:00	25/03/2015 09:00
656	3	Use	03:36:00	45.4	 		0	0	Success	58	58	25/03/2015 09:00	25/03/2015 12:36
657	22	Use	01:28:00	17	 		0	0	Success	52	52	25/03/2015 09:00	25/03/2015 10:28
658	9	Use	02:30:00	112.8	 		0	0	Success	35	35	25/03/2015 09:00	25/03/2015 11:30
659	12	Use	00:40:00	5.3	 		0	0	Success	35	35	25/03/2015 09:00	25/03/2015 09:40
660	9	Use	02:30:00	113	 		0	0	Success	35	35	25/03/2015 11:30	25/03/2015 14:00
661	3	Use	03:00:00	39	 		0	0	Success	35	35	25/03/2015 12:36	25/03/2015 15:36
662	8	Use	03:00:00	39	 		0	0	Success	35	35	25/03/2015 09:00	25/03/2015 12:00
663	19	Use	00:00:00	5	 		0	returned on 25/03/2015 to J. Van der Kindere	Success	35	35	25/03/2015 09:00	25/03/2015 09:00
664	20	Use	01:12:00	7.2	 		0	0	Success	58	58	25/03/2015 09:00	25/03/2015 10:12
665	2	Use	03:20:00	17.6	 		0	0	Success	35	35	25/03/2015 09:00	25/03/2015 12:20
666	11	Use	02:32:00	18.3	 		0	0	Success	35	35	25/03/2015 09:00	25/03/2015 11:32
667	3	Loan	159:00:00	108	 		0	returned on 01/04/2015 to L. Wollatz	Success	7	7	25/03/2015 18:00	01/04/2015 09:00
668	11	Loan	168:00:00	211	 		0	returned on 01/04/2015 to J. Van der Kindere	Success	43	43	25/03/2015 18:00	01/04/2015 18:00
669	17	Loan	159:30:00	375	 		0	returned on 01/04/2015 to L. Wollatz (returned 30min late)	Success	52	52	25/03/2015 18:00	01/04/2015 09:30
670	22	Loan	159:00:00	70	 		0	returned on 01/04/2015 to L. Wollatz	Success	7	7	25/03/2015 18:00	01/04/2015 09:00
671	17	Use	00:24:00	9.4	 		0	0	Success	35	35	25/03/2015 09:00	25/03/2015 09:24
672	17	Use	00:24:00	9.4	 		0	0	Success	35	35	25/03/2015 09:24	25/03/2015 09:48
673	13	Loan	159:00:00	380	PLA		0	returned on 01/04/2015 to L. Wollatz (student reports platform too hot error)	Success	52	52	25/03/2015 18:00	01/04/2015 09:00
674	20	Loan	159:00:00	176	 		0	returned on 01/04/2015 to L. Wollatz	Success	7	7	25/03/2015 18:00	01/04/2015 09:00
675	9	Loan	159:00:00	200	 		0	returned on 01/04/2015 to Y. Chen	Success	58	58	25/03/2015 18:00	01/04/2015 09:00
676	20	Use	01:20:00	33.9	 		0	0	Success	35	35	25/03/2015 10:12	25/03/2015 11:32
677	16	Loan	159:00:00	198	 		0	returned on 01/04/2015 to L. Wollatz	Success	7	7	25/03/2015 18:00	01/04/2015 09:00
678	6	Loan	111:00:00	350	 		0	returned on 30/03/2015 to Jing	Success	52	52	25/03/2015 18:00	30/03/2015 09:00
679	22	Use	00:24:00	9.4	 		0	0	Success	35	35	25/03/2015 10:28	25/03/2015 10:52
680	22	Use	00:24:00	9.4	 		0	0	Success	58	58	25/03/2015 10:52	25/03/2015 11:16
681	22	Use	00:20:00	9	 		0	0	Success	58	58	25/03/2015 11:16	25/03/2015 11:36
682	13	Use	01:30:00	20	 		0	0	Success	58	58	25/03/2015 09:00	25/03/2015 10:30
683	2	Use	06:00:00	57	 		0	overnight printing	Success	52	52	25/03/2015 12:20	25/03/2015 18:20
684	13	Use	00:36:00	10	 		0	0	Success	52	52	25/03/2015 10:30	25/03/2015 11:06
685	12	Loan	783:00:00	0	 		0	returned on 27/04/2015 to A. Duranec	Success	35	35	25/03/2015 18:00	27/04/2015 09:00
686	4	Loan	711:00:00	0.002	 		0	returned on 29/04/2015 to S. Mestry (returned 16 days late)	Success	58	58	30/03/2015 18:00	29/04/2015 09:00
687	8	Loan	15:00:00	0	 		0	returned on 02/04/2015 to L. Wollatz	Success	7	7	01/04/2015 18:00	02/04/2015 09:00
688	8	Use	01:36:00	13.6	 		0	0	Success	43	43	01/04/2015 09:00	01/04/2015 10:36
689	13	Use	02:20:00	13	 		0	0	Success	43	43	01/04/2015 09:00	01/04/2015 11:20
690	8	Use	01:36:00	13.6	 		0	0	Success	43	43	01/04/2015 10:36	01/04/2015 12:12
691	13	Use	02:20:00	13	 		0	0	Success	43	43	01/04/2015 11:20	01/04/2015 13:40
692	20	Use	03:28:00	29.8	 		0	0	Success	58	58	01/04/2015 09:00	01/04/2015 12:28
693	22	Use	01:26:00	15.9	 		0	0	Success	7	7	01/04/2015 09:00	01/04/2015 10:26
694	2	Use	00:28:00	5.1	 		0	0	Success	7	7	01/04/2015 09:00	01/04/2015 09:28
695	20	Use	00:41:00	5.3	 		0	0	Success	7	7	01/04/2015 12:28	01/04/2015 13:09
696	13	Use	02:00:00	21	 		0	0	Success	35	35	01/04/2015 13:40	01/04/2015 15:40
697	22	Loan	471:00:00	500	 		0	returned on 22/04/2015 to W. Keum	Success	55	55	02/04/2015 18:00	22/04/2015 09:00
698	9	Loan	39:00:00	150	 		0	returned on 15/04/2015 to J. Van der Kindere	Success	43	43	13/04/2015 18:00	15/04/2015 09:00
699	11	Loan	48:00:00	100	 		0	returned on 15/04/2015 to J. Van der Kindere	Success	43	43	13/04/2015 18:00	15/04/2015 18:00
700	17	Use	01:04:00	24.4	 		0	0	Success	54	54	15/04/2015 09:00	15/04/2015 10:04
701	3	Use	03:04:00	75.7	 		0	0	Success	54	54	15/04/2015 09:00	15/04/2015 12:04
702	2	Use	00:21:00	20	 		0	0	Success	43	43	15/04/2015 09:00	15/04/2015 09:21
703	2	Use	00:29:00	20	 		0	0	Success	54	54	15/04/2015 09:21	15/04/2015 09:50
704	16	Use	02:00:00	29.3	 		0	0	Success	54	54	15/04/2015 09:00	15/04/2015 11:00
705	9	Use	01:40:00	28	 		0	Could not read student's handwriting for name and student had left print at time of entry so could not clarify	Success	54	54	15/04/2015 09:00	15/04/2015 10:40
706	3	Loan	111:00:00	189	 		0	returned on 20/04/2015 to W. Keum	Success	55	55	15/04/2015 18:00	20/04/2015 09:00
707	8	Loan	111:00:00	174	 		0	returned on 20/04/2015 to W. Keum	Success	55	55	15/04/2015 18:00	20/04/2015 09:00
708	13	Loan	120:00:00	294	 		0	returned on 20/04/2015 to W. Keum	Success	55	55	15/04/2015 18:00	20/04/2015 18:00
709	17	Loan	111:00:00	435	 		0	returned on 20/04/2015 to W. Keum	Success	55	55	15/04/2015 18:00	20/04/2015 09:00
710	3	Use	02:24:00	50	 		0	0	Success	43	43	15/04/2015 12:04	15/04/2015 14:28
711	16	Use	00:50:00	15	 		0	0	Success	43	43	15/04/2015 11:00	15/04/2015 11:50
712	9	Use	00:30:00	15	 		0	0	Success	43	43	15/04/2015 10:40	15/04/2015 11:10
713	13	Loan	39:00:00	200	 		0	returned on 22/04/2015 to W. Keum	Success	55	55	20/04/2015 18:00	22/04/2015 09:00
714	17	Loan	39:00:00	602	 		0	returned on 22/04/2015 to W. Keum	Success	55	55	20/04/2015 18:00	22/04/2015 09:00
715	9	Loan	39:00:00	248	 		0	returned on 22/04/2015 to W. Keum	Success	55	55	20/04/2015 18:00	22/04/2015 09:00
716	20	Loan	39:00:00	385	 		0	returned on 22/04/2015 to W. Keum	Success	55	55	20/04/2015 18:00	22/04/2015 09:00
717	3	Use	04:45:00	141.7	 		0	0	Success	55	55	20/04/2015 09:00	20/04/2015 13:45
718	20	Use	00:39:00	4.9	 		0	0	Success	55	55	22/04/2015 09:00	22/04/2015 09:39
719	3	Loan	39:00:00	500	 		0	returned on 22/04/2015 to W. Keum	Success	55	55	20/04/2015 18:00	22/04/2015 09:00
720	11	Loan	39:00:00	1	 		0	returned on 22/04/2015 to W. Keum	Success	55	55	20/04/2015 18:00	22/04/2015 09:00
721	17	Use	04:10:00	60.1	 		0	0	Success	55	55	20/04/2015 09:00	20/04/2015 13:10
722	11	Use	04:00:00	58.4	 		0	0	Success	55	55	20/04/2015 09:00	20/04/2015 13:00
723	11	Use	00:17:00	3.9	 		0	0	Success	55	55	20/04/2015 13:00	20/04/2015 13:17
724	3	Use	00:15:00	3.5	 		0	0	Success	40	40	20/04/2015 13:45	20/04/2015 14:00
725	16	Use	00:40:00	15	 		0	0	Success	28	28	20/04/2015 09:00	20/04/2015 09:40
726	20	Use	02:37:00	19.7	 		0	0	Success	55	55	20/04/2015 09:00	20/04/2015 11:37
727	20	Use	01:45:00	15.1	 		0	0	Success	40	40	20/04/2015 11:37	20/04/2015 13:22
728	16	Use	03:05:00	75.2	 		0	0	Success	55	55	20/04/2015 09:40	20/04/2015 12:45
729	16	Use	01:40:00	41.69	 		0	0	Success	55	55	20/04/2015 12:45	20/04/2015 14:25
730	9	Use	04:15:00	53.6	 		0	0	Success	55	55	20/04/2015 09:00	20/04/2015 13:15
731	17	Use	01:48:00	62.1	 		0	0	Success	58	58	22/04/2015 09:00	22/04/2015 10:48
732	13	Loan	111:00:00	31	PLA		0	returned on 27/04/2015 to L. Wollatz (material did not stick to platform as platform didn't heat + filament tube missing)	Success	40	40	22/04/2015 18:00	27/04/2015 09:00
733	11	Use	03:22:00	88.2	 		0	0	Success	55	55	22/04/2015 09:00	22/04/2015 12:22
734	3	Loan	111:00:00	293	 		0	returned on 27/04/2015 to L. Wollatz	Success	7	7	22/04/2015 18:00	27/04/2015 09:00
735	17	Use	00:52:00	25.1	 		0	0	Success	55	55	22/04/2015 10:48	22/04/2015 11:40
736	22	Use	00:19:00	3.3	 		0	0	Success	40	40	22/04/2015 09:00	22/04/2015 09:19
737	20	Loan	111:00:00	47	 		0	returned on 27/04/2015 to L. Wollatz	Success	7	7	22/04/2015 18:00	27/04/2015 09:00
738	3	Use	03:01:00	23.1	 		0	0	Success	55	55	22/04/2015 09:00	22/04/2015 12:01
739	2	Use	00:11:00	2.8	 		0	0	Success	40	40	22/04/2015 09:00	22/04/2015 09:11
740	2	Loan	111:00:00	51	 		0	returned on 27/04/2015 to A. Duranec (Late)	Success	40	40	22/04/2015 18:00	27/04/2015 09:00
741	11	Loan	111:00:00	36	 		0	returned on 27/04/2015 to L. Wollatz	Success	7	7	22/04/2015 18:00	27/04/2015 09:00
742	17	Use	00:49:00	13	 		0	0	Success	40	40	22/04/2015 11:40	22/04/2015 12:29
743	9	Loan	111:00:00	580	ABS		0	returned on 27/04/2015 to L. Wollatz (returned in absense of demonstrator)	Success	40	40	22/04/2015 18:00	27/04/2015 09:00
744	9	Use	02:21:00	65.9	 		0	0	Success	40	40	22/04/2015 09:00	22/04/2015 11:21
745	8	Use	01:00:00	25.7	 		0	0	Success	40	40	22/04/2015 09:00	22/04/2015 10:00
746	8	Use	00:30:00	7.3	 		0	0	Success	40	40	22/04/2015 10:00	22/04/2015 10:30
747	16	Use	00:52:00	0.1	 		0	Own filament used	Success	40	40	22/04/2015 09:00	22/04/2015 09:52
748	16	Use	00:36:00	15.1	 		0	0	Success	40	40	22/04/2015 09:52	22/04/2015 10:28
749	16	Use	01:20:00	21.8	 		0	0	Success	40	40	22/04/2015 10:28	22/04/2015 11:48
750	16	Use	00:27:00	11.2	 		0	0	Success	40	40	22/04/2015 11:48	22/04/2015 12:15
751	16	Use	00:33:00	0.1	 		0	Used own filament	Success	40	40	22/04/2015 12:15	22/04/2015 12:48
752	16	Use	00:36:00	13.1	 		0	0	Success	40	40	22/04/2015 12:48	22/04/2015 13:24
753	16	Use	02:04:00	53.9	 		0	0	Success	55	55	22/04/2015 13:24	22/04/2015 15:28
754	22	Loan	111:00:00	0	ABS		0	returned on 27/04/2015 to L. Wollatz (returned in absense of demonstrator + new green roll provided  + blue roll borrowed but not added before)	Success	40	40	22/04/2015 18:00	27/04/2015 09:00
755	20	Use	02:04:00	55.1	 		0	0	Success	55	55	22/04/2015 09:39	22/04/2015 11:43
756	9	Use	01:38:00	70.3	 		0	0	Success	55	55	22/04/2015 11:21	22/04/2015 12:59
757	9	Use	02:08:00	94.3	 		0	0	Success	55	55	22/04/2015 12:59	22/04/2015 15:07
758	8	Use	01:17:00	11.3	 		0	0	Success	58	58	22/04/2015 10:30	22/04/2015 11:47
759	13	Use	00:31:00	7.3	 		0	0	Success	55	55	22/04/2015 09:00	22/04/2015 09:31
760	13	Use	00:31:00	4.1	 		0	0	Success	55	55	22/04/2015 09:31	22/04/2015 10:02
761	17	Loan	111:00:00	134	 		0	returned on 27/04/2015 to L. Wollatz (filament tube and sensor cable missing - to be returned this afternoon...)	Success	40	40	22/04/2015 18:00	27/04/2015 09:00
762	17	Use	00:16:00	1.9	 		0	0	Success	55	55	22/04/2015 12:29	22/04/2015 12:45
763	3	Loan	39:00:00	409	 		0	returned on 29/04/2015 to W. Keum	Success	55	55	27/04/2015 18:00	29/04/2015 09:00
764	11	Use	01:43:00	13.9	 		0	0	Success	39	39	27/04/2015 09:00	27/04/2015 10:43
765	17	Use	02:23:00	75.8	 		0	0	Success	39	39	27/04/2015 09:00	27/04/2015 11:23
766	22	Use	02:00:00	24.7	 		0	0	Success	35	35	27/04/2015 09:00	27/04/2015 11:00
767	3	Use	01:00:00	69	 		0	0	Success	35	35	27/04/2015 09:00	27/04/2015 10:00
768	11	Use	02:23:00	75.8	 		0	0	Success	35	35	27/04/2015 10:43	27/04/2015 13:06
769	9	Use	04:00:00	73.4	 		0	0	Success	7	7	27/04/2015 09:00	27/04/2015 13:00
770	3	Use	02:00:00	300	 		0	0	Success	7	7	27/04/2015 10:00	27/04/2015 12:00
771	20	Use	02:46:00	31.4	 		0	signed by friend on behalf	Success	7	7	27/04/2015 09:00	27/04/2015 11:46
772	22	Loan	39:00:00	180	 		0	returned on 29/04/2015 to W. Keum	Success	55	55	27/04/2015 18:00	29/04/2015 09:00
773	16	Loan	39:00:00	200	 		0	returned on 29/04/2015 to W. Keum	Success	55	55	27/04/2015 18:00	29/04/2015 09:00
774	17	Use	01:00:00	21.7	 		0	0	Success	7	7	27/04/2015 11:23	27/04/2015 12:23
775	17	Loan	39:00:00	347.8	 		0	returned on 29/04/2015 to W. Keum	Success	55	55	27/04/2015 18:00	29/04/2015 09:00
776	17	Use	03:06:00	96.9	 		0	0	Success	7	7	27/04/2015 12:23	27/04/2015 15:29
777	3	Use	00:13:00	4.7	 		0	0	Success	7	7	27/04/2015 12:00	27/04/2015 12:13
778	3	Use	00:30:00	7.2	 		0	0	Success	7	7	27/04/2015 12:13	27/04/2015 12:43
779	3	Use	00:42:00	6.2	 		0	0	Success	7	7	27/04/2015 12:43	27/04/2015 13:25
780	13	Use	03:02:00	31.8	 		0	0	Success	7	7	27/04/2015 09:00	27/04/2015 12:02
781	16	Use	02:00:00	73.4	 		0	0	Success	7	7	27/04/2015 09:00	27/04/2015 11:00
782	2	Loan	39:00:00	223	 		0	returned on 29/04/2015 to S. Mestry	Success	52	52	27/04/2015 18:00	29/04/2015 09:00
783	16	Use	01:24:00	27	 		0	0	Success	39	39	27/04/2015 11:00	27/04/2015 12:24
784	12	Loan	39:00:00	521	 		0	returned on 29/04/2015 to W. Keum	Success	55	55	27/04/2015 18:00	29/04/2015 09:00
785	20	Loan	39:00:00	450	 		0	returned on 29/04/2015 to W. Keum	Success	55	55	27/04/2015 18:00	29/04/2015 09:00
786	3	Loan	159:00:00	474	 		0	returned on 06/05/2015 to A. Duranec (Filament broken)	Success	58	58	29/04/2015 18:00	06/05/2015 09:00
787	2	Loan	159:00:00	0	 		0	returned on 06/05/2015 to A. Duranec	Success	35	35	29/04/2015 18:00	06/05/2015 09:00
788	3	Use	01:48:00	65.2	 		0	0	Success	55	55	29/04/2015 09:00	29/04/2015 10:48
789	16	Use	00:30:00	0	 		0	0	Success	55	55	29/04/2015 09:00	29/04/2015 09:30
